"Artist","Title","Year","Sales","Streams","Downloads","Radio Plays","Rating"
"Johnny Horton","North to Alaska","1960","4.983","2.588","3.46","0.625","0"
"Madonna","Dress You Up","1985","4.978","2.964","1.791","4.439","0"
"Sheena Easton","The Lover in Me","1989","4.978","3.124","0.567","2.29","1.5"
"Vanilla Ice","Play That Funky Music","1991","4.975","2.727","0.6","3.453","1.111"
"The Sweet","Funny Funny","1971","4.974","0.2","2.827","5.812","0"
"Four Aces","Melody of Love","1955","4.973","3.079","1.5","0.583","0"
"Real Life","Send Me an Angel","1984","4.973","1.049","1.5","9.645","0"
"Slade","My Friend Stan","1973","4.972","0.2","3.526","4.396","0"
"Whitesnake","Is This Love?","1987","4.97","2.859","1.113","2.488","0.517"
"Art Garfunkel","I Only Have Eyes For You","1975","4.97","2.345","4.285","1.611","0"
"September","Cry For You","2008","4.97","1.264","1.968","4.035","0"
"Blondie","Sunday Girl","1979","4.969","0.719","5.208","4.914","0"
"Rick James","Super Freak","1981","4.968","6.167","0","2.583","0"
"Marilyn Manson","Tainted Love","2002","4.968","0.811","0.7","5.895","0.518"
"Tom Petty & The Heartbreakers","Free Fallin'","1989","4.966","5.427","0.516","0.6","0.531"
"Captain & Tennille","Lonely Night (Angel Face)","1976","4.966","5.224","2.85","0.667","0"
"Mark Ronson & Amy Winehouse","Valerie","2007","4.963","0.2","1","5.667","0.512"
"Elvis Presley","King Creole","1958","4.963","0.713","2.068","1.476","0.529"
"Boston","Amanda","1986","4.962","3.339","2.012","2.844","0"
"Spencer Davis Group","I'm a Man","1967","4.962","3.129","4.222","2.014","0"
"Sting","If You Love Somebody Set Them Free","1985","4.962","3.706","1.288","3.429","0"
"Bread","Lost Without Your Love","1977","4.961","3.275","1.647","1.869","0.519"
"Alanis Morissette","Hand in My Pocket","1995","4.959","2.298","2.541","0","0.533"
"Cat Stevens","Lady D'Arbanville","1970","4.959","0.2","1.938","6.5","0"
"Neil Sedaka","Calendar Girl","1961","4.959","3.041","2.768","1.155","0"
"Britney Spears","Overprotected","2002","4.955","1.022","0.75","5.307","0.517"
"Boy Meets Girl","Waiting For a Star to Fall","1988","4.953","2.429","0.611","0.559","1.5"
"Fatboy Slim","The Rockafeller Skank","1998","4.952","2.258","0.667","1.63","1.114"
"Abba","Does Your Mother Know","1979","4.951","1.819","2.929","5.584","0"
"Simply Red","Sunrise","2003","4.951","0","1.895","4.809","1"
"Blu Cantrell","Hit 'Em Up Style (Oops!)","2001","4.949","3.455","1.106","1.723","0"
"Diana Ross & The Supremes","Reflections","1967","4.949","5.961","2.238","1.389","0"
"DHT & Edmee","Listen to Your Heart","2005","4.949","3.56","1.154","2.229","0"
"The Fugees","No Woman, No Cry","1996","4.947","1.026","2.5","2.735","0.559"
"Seal","Fly Like an Eagle","1997","4.946","2.71","0.577","1.051","1.074"
"INXS","Never Tear Us Apart","1988","4.944","2.391","0.542","2.101","1.026"
"The Supremes","The Happening","1967","4.942","6.663","2.714","0.7","0"
"SWV","Right Here (Human Nature)","1993","4.942","3.376","0.833","1.321","0.511"
"Supertramp","Dreamer","1980","4.942","2.862","4.611","1.128","0"
"Alanis Morissette","Everything","2004","4.941","2.13","0.545","3.448","0.559"
"Ohio Players","Love Rollercoaster","1976","4.94","6.33","1.5","0.7","0"
"Gary Glitter","I Love You Love Me Love","1973","4.939","0.2","4.206","3.766","0"
"Clint Holmes","Playground In My Mind","1973","4.937","5.139","4.5","0","0"
"Stacey Q","Two Of Hearts","1986","4.935","2.386","3.261","3.067","0"
"Patti Smith Group","Because the Night","1978","4.934","4.71","1.2","2.452","0"
"Mouth & MacNeal","Hello-A","1972","4.934","0","0","9.947","0"
"Bryan Adams","Let's Make a Night to Remember","1996","4.934","1.055","3.132","1.634","0.513"
"Petula Clark","Chariot (I will follow him)","1963","4.933","0.2","0.526","4.356","0"
"Robert Palmer & UB40","I'll Be Your Baby Tonight","1990","4.932","0","2.669","5.262","0.512"
"Bobby Bloom","Montego Bay","1970","4.932","3.648","2.876","1.19","0.513"
"Jeanette","Porque te vas","1977","4.929","0.202","0","10.412","0"
"Ronan Keating","Life is a Rollercoaster","2000","4.926","0","4.251","7.1","0"
"The Everly Brothers","Crying in the Rain","1962","4.926","2.935","1.873","0.625","0.514"
"The Walker Brothers","The Sun Ain't Gonna Shine (Anymore)","1966","4.926","3.425","2.742","2.481","0"
"Jimmy Ruffin","What Becomes of the Broken Hearted","1966","4.926","6.761","1.681","1","0"
"Sly Fox","Let's Go All the Way","1986","4.925","2.193","3.738","2.781","0"
"Herman's Hermits","A Must to Avoid","1965","4.924","2.556","4.667","0.7","0"
"Linkin Park","Shadow Of The Day","2007","4.923","3.547","1.033","2.391","0"
"The Rolling Stones","She's a Rainbow","1967","4.923","2.409","3.575","2.75","0"
"George Michael","Amazing","2004","4.923","0.52","0.75","5.959","0.571"
"Rozalla","Everybody's Free (To Feel Good)","1991","4.922","1.055","1.67","6.22","0.515"
"Take That","Shine","2007","4.922","0","3.5","2.149","0.526"
"Tommy Page","I'll Be Your Everything","1990","4.921","3.822","0.519","0","1.784"
"Leona Lewis","Run","2009","4.921","0.512","3","5.487","0"
"Ultra Nate","Free","1997","4.921","0.513","2.001","4.149","0.7"
"Salvatore Adamo","Inch'Allah (se Sio vuole)","1967","4.918","0","0","7.43","0"
"Esther & Abi Ofarim","Cinderella Rockefella","1968","4.918","0.515","3.689","5.104","0"
"Al Green","Tired of Being Alone","1971","4.918","8.038","1.375","0.6","0"
"Kay Kyser","Three Little Fishies","1939","4.917","3.917","0","0.543","0"
"Brandy","Sittin' Up In My Room","1996","4.917","3.551","0.533","0","1.109"
"The Detroit Spinners","I'll Be Around","1972","4.916","6.992","0.75","1","0"
"Macklemore & Ryan Lewis","Same Love","2013","4.916","3.591","2.071","0.511","0"
"Culture Club","Miss Me Blind","1984","4.916","3.532","1.201","1.196","0.511"
"Rod Stewart","The Motown Song","1991","4.916","2.142","2.601","1.747","0.556"
"The Rolling Stones","Harlem Shuffle","1986","4.915","1.735","2.91","4.923","0"
"Vaughn Monroe","My Devotion","1942","4.915","4.392","0","0","0.514"
"Air Supply","Making Love (Out of Nothing At All)","1983","4.912","4.42","1.212","0","0.51"
"John Lennon","Whatever Gets You Thru the Night","1974","4.912","5.804","2.094","1.057","0"
"The Kinks","Tired of Waiting For You","1965","4.91","5.332","2.048","1.114","0"
"PM Dawn","I'd Die Without You","1992","4.91","4.062","0.533","1.085","0.556"
"Jann Arden","Insensitive","1996","4.908","2.177","4.595","0","0"
"The Stray Cats","Rock This Town","1981","4.907","3.924","1.611","2.844","0"
"Gavin Degraw","I Don't Want to Be","2005","4.907","3.184","0.526","1.802","0.512"
"Sonny James","Young Love","1956","4.907","4.135","2.091","0","0"
"Kenny Loggins","Danger Zone","1986","4.905","4.13","1.356","1.914","0"
"Texas","Say What You Want","1997","4.905","0.705","1.84","4.454","0.522"
"Jack McVea & his Band","Open The Door, Richard!","1947","4.905","2.176","2.5","0","0"
"Lorne Greene","Ringo","1964","4.903","4.691","4.122","0.55","0"
"Baz Luhrmann","Everybody's Free (To Wear Sunscreen)","1999","4.903","1.755","3.75","1.687","0"
"Coldplay","The Scientist","2002","4.902","2.488","0.6","4.376","0"
"Peter, Paul & Mary","Blowin' in the Wind","1963","4.901","5.343","2.117","0","0"
"Bobby Day","Rockin' Robin","1958","4.901","5.13","1.368","0","0"
"Adam & The Ants","Prince Charming","1981","4.901","0.742","4.918","3.725","0"
"Jimmy Boyd & Frankie Laine","Tell Me a Story","1953","4.9","2.877","2.702","0","0"
"The Beatles","Real Love","1996","4.898","1.542","0.75","3.404","1"
"Sam Smith","Stay With Me","2014","4.897","2.225","3.625","1.5","0"
"Hot Chocolate","So You Win Again","1977","4.897","1.261","3.126","4.999","0"
"Bob Marley","Could You Be Loved","1980","4.896","1.842","0.7","6.776","0"
"Glenn Miller","Tuxedo Junction","1940","4.895","4.237","0","0","0.516"
"Genesis","Mama","1983","4.894","0.714","1.25","9.475","0"
"Nik Kershaw","Wouldn't it Be Good","1984","4.894","0.722","3.026","7.796","0"
"Tina Turner","Goldeneye","1995","4.893","0.2","0.6","7.834","0.533"
"Al Jolson","Anniversary Song","1947","4.893","3.279","1.5","0","0"
"Irish Rovers","The Unicorn","1968","4.892","6.578","5.256","0","0"
"Elton John","Blue Eyes","1982","4.891","2.129","1.268","2.938","0.556"
"Eric Clapton","My Father's Eyes","1998","4.889","0.517","1.034","2.466","2.067"
"Blue Cheer","Summertime Blues","1968","4.889","5.561","2.143","2.071","0"
"Red Hot Chili Peppers","Otherside","2000","4.888","2.366","0.53","3.333","0.534"
"The Pointer Sisters","Automatic","1984","4.888","2.985","3","2.651","0"
"Billie Myers","Kiss the Rain","1998","4.888","2.693","0.75","1.787","0.548"
"Counting Crows","Big Yellow Taxi","2003","4.887","1.833","1.648","1.633","0.542"
"Stevie Wonder","Fingertips","1963","4.886","6.357","0.667","0","0"
"Kraftwerk","Autobahn","1975","4.885","3.508","2.47","2.545","0"
"Bread","If","1971","4.884","5.281","0.567","0.553","1.065"
"Jermaine Jackson & Pia Zadora","When The Rain Begins To Fall","1984","4.884","0.519","0.515","12.129","0"
"James Blunt","Goodbye My Lover","2006","4.879","1.791","1.178","5.112","0"
"Julius Larosa","Eh, cumpari","1953","4.879","4.811","0","0.518","0"
"Dinah Shore","Sweet Violets","1951","4.877","3.722","1.5","0","0"
"Joni Mitchell","Big Yellow Taxi","1970","4.877","3.853","2.167","1.537","0.511"
"Shawn Mullins","Lullaby","1999","4.876","2.348","1.653","1.274","0.516"
"Eros Ramazzotti","Piu Bella Cosa","1996","4.875","1.5","0","7.07","0.536"
"Russ Conway","Roulette","1959","4.874","0.2","5.006","0.567","0"
"Mika","Relax, Take It Easy","2007","4.873","0","0.556","9.575","0"
"Daft Punk","Around the World","1997","4.872","1.218","0.7","5.481","0.51"
"Shawn Colvin","Sunny Came Home","1997","4.871","3.898","1.039","1.153","0"
"War","Low Rider","1975","4.869","5.587","1.679","1","0"
"Jay & the Americans","Come a Little Bit Closer","1964","4.869","4.749","2.861","1.148","0"
"Andy Williams","Can't Get Used to Losing You","1963","4.867","3.803","4.209","0","0"
"Aaliyah","Miss You","2003","4.867","3.216","0","2.733","0.529"
"Bill Justis","Raunchy","1957","4.867","4.411","2.091","0","0"
"Sophie B Hawkins","As I Lay Me Down","1995","4.866","3.359","0.542","0.556","0.512"
"Aerosmith","Walk This Way","1977","4.863","6.98","1.686","0","0"
"Diana Ross & The Supremes & The Temptations","I'm Gonna Make You Love Me","1969","4.863","7.391","2.58","0.537","0"
"Pink","F**kin' Perfect","2011","4.861","3.228","1.111","0.643","0"
"McFadden & Whitehead","Ain't No Stoppin' Us Now","1979","4.861","5.878","1.733","0.611","0"
"Corinne Bailey Rae","Put Your Records On","2006","4.86","2.132","1","2.159","0.75"
"Joe Jackson","Steppin' Out","1982","4.86","4.884","1.5","0.6","0"
"Coldplay","Violet Hill","2008","4.859","0.725","1.14","4.143","0.514"
"One Direction","Story of My Life","2013","4.858","2.286","3.512","0.512","0"
"The O'Jays","Use Ta Be My Girl","1978","4.857","5.04","1.842","1.09","0"
"Argent","Hold Your Head Up","1972","4.855","4.74","1.922","2.04","0"
"Bing Crosby","San Fernando Valley","1944","4.855","5.632","0","0","0"
"The Ames Brothers","Sentimental Me","1950","4.853","4.8","0","0","0.514"
"Shirley Temple","On The Good Ship Lollipop","1935","4.852","4.833","0","0","0"
"Information Society","What's On Your Mind (Pure Energy)","1988","4.852","4.185","0.512","0","0.7"
"Chuck Berry","School Day (Ring! Ring! Goes The Bell)","1957","4.85","5.405","1.104","0","0"
"Marti Webb","Take That Look Off Your Face","1980","4.848","0","5","5.08","0"
"Quad City DJs","C'Mon Ride the Train","1996","4.848","4.453","0","0","1.064"
"Westlife","Unbreakable","2002","4.847","0","3.5","3.455","0.514"
"Bing Crosby","On the Atchison, Topeka & the Santa Fe","1945","4.846","2.333","2.25","0","0"
"David Bowie","Sorrow","1973","4.846","0.777","8.729","0","0"
"Pink","Please Don't Leave Me","2009","4.846","3.19","1.099","3.614","0"
"Ottawan","DISCO","1980","4.844","0","2.45","7.976","0"
"Crosby, Stills, Nash & Young","Ohio","1970","4.844","6.961","1.708","1.196","0"
"Soulja Boy","Kiss Me Thru The Phone","2009","4.844","2.973","1.178","1.043","0.515"
"Amy Grant","Every Heartbeat","1991","4.843","3.748","0.54","2.382","0.577"
"Abba","Ring Ring","1973","4.842","0.717","3.002","4.2","0"
"Frank Sinatra","A Lovely Way To Spend An Evening","1944","4.841","1.306","2.333","0.536","0"
"The Sandpipers","Guantanamera","1966","4.84","3.435","3.002","0.75","0.52"
"Justin Bieber","Boyfriend","2012","4.84","3.096","2.016","0","0"
"Kenny Rogers","Ruby Don't Take Your Love to Town","1969","4.839","4.74","3.539","1.936","0"
"Eddie Fisher","Outside of Heaven","1952","4.836","2.002","3.004","0","0"
"Arcadia","Election Day","1985","4.835","2.422","1.343","5.731","0"
"Bing Crosby","June in January","1934","4.835","2.834","0","0.625","0.523"
"Air Supply","Lost in Love","1980","4.834","4.606","0.833","0.6","0.625"
"Barry White","Never Never Gonna Give Ya Up","1974","4.833","4.59","1.134","2.811","0"
"Vaughn Monroe","Someday (You'll Want Me to Want You)","1949","4.833","5.259","0","0","0"
"LL Cool J","Hey Lover","1996","4.833","3.356","0.559","0.583","0.545"
"Johnny Mathis","A Certain Smile","1958","4.832","1.453","2.414","0.643","0.534"
"Renee & Renato","Save Your Love","1983","4.832","0","4.895","7.233","0"
"Andy Kim","Baby, I Love You","1969","4.831","5.54","3.625","1.242","0"
"B*Witched","Rollercoaster","1998","4.831","0.515","5.788","1.103","0"
"Sabrina","Boys (Summertime Love)","1987","4.831","0","0.833","9.845","0.522"
"No Doubt","Underneath it All","2002","4.83","3.91","0.556","1.085","0"
"Don Costa","Never On Sunday","1960","4.83","3.081","2.667","0","0.518"
"The Allman Brothers Band","Ramblin' Man","1973","4.83","7.703","1.697","0","0"
"Cappella","Move On Baby","1994","4.826","0","0.643","12.599","0"
"Hank Locklin","Please Help Me, I'm Falling","1960","4.825","2.95","2.612","0.75","0"
"Christina Aguilera","Can't Hold Us Down","2003","4.824","2.213","0.667","4.648","0"
"Right Said Fred","Deeply Dippy","1992","4.823","0","4.001","4.127","0.515"
"Marion Harris","Tea For Two","1925","4.822","3.701","0","0","0.667"
"Lonnie Donegan","My Old Man's a Dustman (Ballad of a Refuse Disposal Officer)","1960","4.822","0.201","7.664","0","0"
"George Benson","Turn Your Love Around","1982","4.822","4.57","1.106","1.5","0"
"Leila K & Rob 'n' Raz","Got to Get","1990","4.821","1.038","0.625","6.318","0.518"
"Babyface","Everytime I Close My Eyes","1997","4.821","3.002","0.577","0","1.536"
"Bobby Sherman","Little Woman","1969","4.818","6.049","3.332","0","0.51"
"Mary J Blige","Real Love","1992","4.818","4.216","0.638","0","1.05"
"Mariah Carey","Shake it Off","2005","4.816","3.964","1.131","0","0.52"
"Jimmie Rodgers","Honeycomb","1957","4.815","4.401","2.033","0","0"
"The Backstreet Boys","The Call","2001","4.814","1.567","0.625","4.374","0.571"
"Fleetwood Mac","Tusk","1979","4.814","4.138","2.35","2.442","0"
"Cliff Richard","Power to All Our Friends","1973","4.813","0","0.75","7.432","0"
"Deep Purple","Hush","1968","4.812","6.077","2.72","1.156","0"
"Aaron Neville","Tell it Like it Is","1966","4.812","8.389","0.567","0.528","0"
"Arctic Monkeys","Brianstorm","2007","4.81","0.75","2.5","0.514","1.101"
"Groove Theory","Tell Me","1995","4.809","3.006","1.554","0","0.571"
"P Diddy & Nicole Scherzinger","Come to Me","2006","4.808","1.644","1.261","2.806","0.567"
"Bing Crosby & The Mills Brothers","Dinah","1932","4.807","2.9","0","0.521","0.537"
"The Script","Breakeven","2009","4.807","4.436","1.089","0.515","0"
"Cilla Black","You're My World","1964","4.807","1.841","6.74","0.625","0"
"Grass Roots","Let's Live For Today","1967","4.806","5.852","1.828","1.5","0"
"Gary Glitter","I'm the Leader of the Gang (I Am)","1973","4.806","0.2","3.335","4.307","0"
"Zucchero Fornaciari & Paul Young","Senza Una Donna (Without a Woman)","1991","4.806","0","0.75","11.427","0.529"
"702","Where My Girls At?","1999","4.806","3.133","0.545","1.111","0.515"
"Les Brown","I've Got My Love to Keep Me Warm","1949","4.806","4.17","0","0","0.536"
"Shirley Bassey","Never Never Never","1973","4.803","0.521","6.75","1.108","0"
"Johnny Logan","Hold Me Now","1987","4.803","0","3","9.253","0"
"The Chemical Brothers","Block Rockin' Beats","1997","4.801","1.224","1.5","1.136","1.52"
"Richard Marx","Endless Summer Nights","1988","4.8","3.123","0.52","1.667","0.512"
"Kelly Marie","Feels Like I'm in Love","1980","4.797","0.571","4.894","3.398","0"
"Bananarama","Cruel Summer","1983","4.796","3.9","1.458","2.09","0"
"The Pointer Sisters","Jump (For My Love)","1984","4.793","3.717","1.869","2.464","0"
"The Smashing Pumpkins","Bullet With Butterfly Wings","1995","4.793","3.033","0.55","1.101","0.526"
"Smokey Robinson","Cruisin'","1980","4.792","5.279","1.5","0","0.542"
"Peter Gabriel","Steam","1993","4.792","1.244","2.601","1.689","0.611"
"The Real Thing","You to Me Are Everything","1976","4.791","0.716","3.104","5.132","0"
"Johnnie Ray","Yes Tonight Josephine","1957","4.791","0.756","4.104","0.6","0"
"John Cougar Mellencamp","Small Town","1985","4.79","5.477","1.721","0","0"
"The Del Vikings","Come Go With Me","1957","4.79","5.86","0.583","0","0"
"Dooley Wilson","As Time Goes By","1944","4.789","4.392","0.567","0","0"
"Mama Cass","Dream a Little Dream of Me","1968","4.788","3.543","4.805","1.751","0"
"4 The Cause","Stand By Me","1998","4.788","0.512","0.583","6.767","0.516"
"Prince","Diamonds & Pearls","1992","4.786","2.985","0.54","3.537","0.522"
"Charley Patton","Pony Blues","1929","4.785","4.766","0","0","0"
"Aretha Franklin","Freeway of Love","1985","4.782","4.183","1.103","2.183","0"
"Vera Lynn","Homing Waltz","1952","4.779","0","5.111","0","0"
"Olivia Newton-John","Heart Attack","1982","4.778","2.961","1.827","3.031","0"
"Pitbull & Ke$ha","Timber","2013","4.777","2.174","2.032","2.012","0"
"Los Machucambos","Pepito","1961","4.777","0","0","5.769","0"
"Snoop Dogg & Wiz Khalifa & Bruno Mars","Young Wild Free","2012","4.776","2.741","1.03","1.094","0"
"Madonna","Jump","2006","4.776","0.722","0.611","5.536","0.583"
"Eddie Cochran","C'Mon Everybody","1958","4.772","3.37","1.694","0.55","0"
"Mick Jagger","Just Another Night","1985","4.772","2.144","1.365","6.128","0"
"Perry Como","No Other Love","1953","4.771","5.861","0","0","0"
"T-Bone Walker Quintet","Stormy Monday","1947","4.771","4.718","0.1","0","0"
"Dion & The Belmonts","Where Or When","1960","4.771","4.775","0.583","0","0.529"
"ATB","9pm (Till I Come)","1998","4.77","0.2","4.501","3.649","0"
"Eminem, Dr Dre & 50 Cent","Crack A Bottle","2009","4.77","2.535","2.25","2.061","0"
"Genesis","Misunderstanding","1980","4.769","3.979","3.524","0.611","0"
"Shamen","Ebeneezer Goode","1992","4.768","0.2","4.101","4.846","0"
"Xscape","Just Kickin' It","1993","4.768","4.525","0.52","0","0.545"
"Taylor Swift","Mine","2010","4.768","3.829","1.045","0","0"
"Tony Martin","The Last Time I Saw Paris","1941","4.767","1.5","3","0","0"
"Johnny Nash","Tears On My Pillow (I Can't Take It)","1975","4.766","0","6.5","2.013","0"
"Bing Crosby & Connee Boswell","Alexander's ragtime band","1938","4.766","3.791","0","0.563","0"
"Pink","Try","2012","4.765","2.692","0.52","1.833","0"
"Ralph Tresvant","Sensitivity","1991","4.765","3.62","0.556","0","2.012"
"Jon & Vangelis","I'll Find My Way Home","1982","4.764","1.03","1.167","6.837","0"
"Grass Roots","Midnight Confessions","1968","4.764","7.445","1.19","0","0.511"
"Shania Twain","From This Moment On","1998","4.763","3.192","1.703","0","0.525"
"Climie Fisher","Love Changes Everything","1988","4.761","0.744","2.625","3.494","0.515"
"The Village People","Can't Stop the Music","1980","4.76","0","5.401","4.427","0"
"Pitbull","Hotel Room Service","2009","4.76","3.619","1.122","2.271","0"
"Soundgarden","Black Hole Sun","1994","4.76","2.807","1.609","2.901","0"
"Jan Garber","Baby Face","1926","4.76","3.561","0","0","0.75"
"Cliff Edwards (Ukelele Ike)","Singin' in the Rain","1929","4.759","3.685","0","0","0.625"
"The Commodores","Easy","1977","4.759","4.278","2.723","0","0.534"
"Laurie London","He's Got the Whole World in His Hands","1958","4.758","3.076","3.639","0","0"
"Pipkins","Gimme Dat Ding","1970","4.758","4.284","3.376","1.771","0"
"La Belle Epoque","Black is Black","1977","4.758","0","4.99","5.463","0"
"Cliff Richard","It's All in the Game","1963","4.758","1.49","3.333","1.667","0"
"Keith Sweat & Athena Cage","Nobody","1997","4.757","3.409","0.533","0.583","0.511"
"Chuck Berry","No Particular Place to Go","1964","4.755","5.242","3.217","0.567","0"
"Brenda Lee","I Want To Be Wanted (Per Tutta La Vita)","1960","4.754","4.386","1.123","0.559","0"
"The White Stripes","Blue Orchid","2005","4.754","1.236","2.111","1.731","0.7"
"Stacie Orrico","There's Gotta Be More to Life","2003","4.753","1.598","0.583","3.738","0.526"
"Blessid Union of Souls","I Believe","1995","4.753","3.374","0.534","0","1.045"
"Depeche Mode","Policy of Truth","1990","4.752","2.873","0.563","5.176","0"
"Peter Cetera & Amy Grant","The Next Time I Fall","1986","4.751","4.131","2.013","0.577","0"
"Joe Public","Live & Learn","1992","4.75","2.866","0.523","2.011","1.073"
"The Go Gos","Our Lips Are Sealed","1981","4.749","4.417","2.08","1.321","0"
"Europe","Superstitious","1988","4.749","0.532","1.696","5.298","0.556"
"Mariah Carey","I Still Believe","1999","4.749","2.691","0.563","0.532","1.082"
"Madonna","Celebration","2009","4.747","0.514","0.833","7.542","0.533"
"Ben Selvin","Dardanella","1920","4.746","3.599","0","0","0.7"
"Chic","Dance Dance Dance (Yowsah Yowsah Yowsah)","1978","4.746","5.354","1.733","0.527","0"
"Evelyn Knight & The Stardusters","Powder Your Face With Sunshine","1948","4.743","2.883","1.5","0","0"
"Bing Crosby","Silent Night, Holy Night","1935","4.74","1.914","0.625","1","0.01"
"Hoagy Carmichael","Huggin' & Chalkin'","1947","4.74","5.278","0","0","0"
"Diana Ross","Why Do Fools Fall in Love?","1981","4.738","3.402","0.75","4.159","0"
"Oasis","All Around the World","1998","4.738","0.2","3.5","2.281","0.75"
"Del Shannon","Hats Off to Larry","1961","4.738","4.012","4","0","0"
"Pat Boone","Ain't That a Shame","1955","4.738","5.083","0.643","0","0"
"Foreigner","Cold As Ice","1977","4.738","3.584","2.189","2.636","0"
"James Taylor","Handy Man","1977","4.737","5.356","3.542","0","0"
"Michael Martin Murphey","Wildfire","1975","4.736","4.809","3.583","0","0"
"Dario G","Sunchyme","1997","4.734","0","1.75","6.811","0.559"
"Counting Crows","A Long December","1996","4.734","2.306","2.016","0","1.029"
"Shaun Cassidy","That's Rock 'n' Roll","1977","4.733","4.513","3.083","0.577","0"
"Depeche Mode","Shake the Disease","1985","4.733","2.212","0.556","6.828","0"
"Elvis Presley","That's All Right","1954","4.733","4.727","0.833","0","0"
"Tears For Fears","Head Over Heels","1985","4.732","3.677","1.71","2.41","0"
"Benny Mardones","Into the Night","1980","4.732","3.252","1.126","0.75","1.047"
"Fleetwood Mac","You Make Loving Fun","1977","4.732","3.626","3.066","1.72","0"
"Rufus Thomas","Walkin' the Dog","1963","4.732","7.279","0","0","0"
"Christina Aguilera","The Voice Within","2003","4.731","2.288","0.611","4.403","0"
"The Pretenders","Back On the Chain Gang","1982","4.729","4.547","1.76","0.533","0"
"McGuire Sisters","Sincerely","1955","4.728","5.15","0.571","0","0"
"Girls Aloud","Sound of the Underground","2003","4.727","0.711","3.9","1.723","0"
"Geri Halliwell","Look At Me","1999","4.726","0","3.776","3.309","0.75"
"Rosemary Clooney","Botch-a-me (Ba-ba-baciami piccina)","1952","4.725","3.596","0.571","0.518","0"
"Wayne Wonder","No Letting Go","2003","4.723","2.163","0.833","1.942","0.611"
"Billy Idol","Mony Mony (Live)","1987","4.723","3.543","2.754","0.577","0"
"Kelly Clarkson","Never Again","2007","4.722","2.401","1.136","1.606","0.513"
"Duck Sauce","Barbra Streisand","2010","4.721","0.511","1.351","2.867","0"
"Michael Jackson","Give in to Me","1993","4.72","0","3.042","7.752","0"
"Paul Whiteman","I'll Build a Stairway to Paradise","1922","4.72","4.701","0","0","0"
"Perry Como","Surrender","1946","4.717","5.636","0","0","0"
"Ruby Murray","Softly Softly","1955","4.716","0.2","5.017","0","0"
"The Wallflowers","One Headlight","1997","4.716","3.904","2.019","0","0"
"Bee Gees","Tomorrow Tomorrow","1969","4.715","1.588","3.086","2.734","0.526"
"Marino Marini & his Quartet","More Than Ever (Come Prima)","1958","4.714","0","3.002","2.521","0"
"Gallery","Nice To Be With You","1972","4.712","5.656","4","0","0"
"David Bowie","Heroes","1977","4.71","2.896","1.699","3.934","0"
"Boney M","El Lute","1979","4.709","0","1.583","10.17","0"
"Jennifer Lopez","I'm Gonna Be Alright","2002","4.707","1.665","0.833","5.375","0"
"P Diddy & R Kelly","Satisfy You","1999","4.707","2.261","0.625","5.063","0"
"Michelle Branch","Are You Happy Now","2003","4.706","2.881","0.532","0.524","0.833"
"Will Smith","Just the Two of Us","1998","4.706","2.711","1","1.064","0.513"
"Showaddywaddy","Under the Moon of Love","1977","4.706","0","3.42","6.871","0"
"Ginuwine","Pony","1997","4.703","2.594","1.113","1.177","0.51"
"Duran Duran","Save a Prayer","1983","4.703","1.784","2.25","2.603","0.52"
"David Bowie","Young Americans","1975","4.703","4.394","2.698","0.7","0"
"Seals & Crofts","Summer Breeze","1972","4.702","3.607","2.042","1","0.513"
"The Carter Family","Keep on the Sunny Side","1928","4.701","4.157","0.1","0","0"
"Bobby Rydell","Volare","1960","4.7","4.821","2.079","0","0"
"Elvis Presley","Wear My Ring Around Your Neck","1958","4.7","4.078","2.333","0","0"
"The Supremes","Love is Here & Now You're Gone","1967","4.7","6.004","3.195","0.529","0"
"Nat King Cole","Because You're Mine","1952","4.699","2.833","2.167","0","0"
"The Moody Blues","Go Now","1965","4.699","5.545","2.2","0.625","0"
"Glenn Miller","Imagination","1940","4.699","3.967","0.591","0","0"
"Bonnie Raitt","Love Sneakin' Up On You","1994","4.696","2.988","2.014","0","0.563"
"Inez & Charlie Foxx","Mockingbird","1963","4.696","5.118","2.03","0","0"
"UB40","Kingston Town","1990","4.696","0.513","1.25","7.868","0"
"Good Charlotte","Lifestyles of the Rich & Famous","2003","4.696","1.599","0.625","2.227","1.106"
"Double You","Please Don't Go","1992","4.695","0","0.524","8.927","1.562"
"Duke Ellington","It Don't Mean a Thing (If It Ain't Got That Swing)","1932","4.693","3.65","0.6","0","0"
"Sean Paul","Gimme the Light","2002","4.692","1.823","1.45","1.705","0.516"
"Ronnie Hilton","No Other Love","1956","4.692","0.2","5.003","0","0"
"France Gall","Poupee De Cire, Poupee De Son","1965","4.692","0.2","0","5.96","0"
"Jason Derulo & 2 Chainz","Talk Dirty","2013","4.689","2.028","0.577","3.515","0"
"Orchestral Manoeuvres In The Dark","Enola Gay","1981","4.688","1.227","1.626","6.162","0"
"Westlife","If I Let You Go","1999","4.687","0","3.5","4.233","0.522"
"Talking Heads","Road to Nowhere","1985","4.687","2.639","1.844","4.314","0"
"Barbara George","I Know (You Don't Love Me No More)","1962","4.687","4.544","1.476","0","0.511"
"Lenny Kravitz","Again","2000","4.686","2.596","0","4.058","0.611"
"Cat Stevens","Another Saturday Night","1974","4.683","3.513","4.13","1.079","0"
"Styx","Lady","1975","4.683","4.605","2.504","0.667","0"
